Date,DAM_Daily_Profit,IDM_Daily_Profit,DC_Daily_Profit
2024-05-22,149.64,167.42,530.9
2024-05-23,647.56,800.42,923.8
2024-05-24,183.56,135.71,647.4
2024-05-25,323.97,306.25,575.4
2024-05-26,307.14,227.48,700.2
2024-05-27,279.28,790.72,593.6
2024-05-28,163.22,146.74,529.9
2024-05-29,374.9,805.02,660.2
2024-05-30,351.41,399.48,1034.6
2024-05-31,369.47,331.08,930.9
2024-06-01,489.33,144.84,723.2
2024-06-02,542.45,896.95,973.4
2024-06-03,321.56,485.43,704.0
2024-06-04,473.0,482.45,1454.1
2024-06-05,676.56,1290.44,1531.2
2024-06-06,392.62,624.92,769.0
2024-06-07,727.73,682.24,1096.6
2024-06-08,905.6,922.2,1236.2
2024-06-09,993.48,1188.49,1095.4
2024-06-10,448.11,843.56,1122.9
2024-06-11,474.91,569.82,710.1
2024-06-12,283.7,279.27,468.2
2024-06-13,228.18,240.22,793.3
2024-06-14,584.58,538.44,900.8
2024-06-15,445.24,133.04,897.9
2024-06-16,461.6,1018.32,880.6
2024-06-17,373.84,388.3,1217.0
2024-06-18,192.5,218.72,1085.4
2024-06-19,169.77,225.17,753.3
2024-06-20,291.75,191.7,614.1
2024-06-21,268.35,199.22,721.9
2024-06-22,255.25,297.66,628.5
2024-06-23,253.8,259.83,597.4
2024-06-24,240.4,333.33,627.5
2024-06-25,273.72,275.52,561.9
2024-06-26,338.77,199.97,578.9
2024-06-27,646.38,602.57,1060.2
2024-06-28,919.06,1023.54,1142.1
2024-06-29,366.63,812.08,549.1
2024-06-30,434.86,462.36,608.6
2024-07-01,168.61,177.25,664.6
2024-07-02,399.33,718.08,610.2
2024-07-03,336.56,419.49,614.4
2024-07-04,621.3,410.31,1051.8
2024-07-05,828.5,1008.56,670.7
2024-07-06,812.87,302.98,825.0
2024-07-07,613.65,787.9,580.8
2024-07-08,301.72,247.91,446.4
2024-07-09,298.75,169.89,562.6
2024-07-10,416.05,442.97,635.2
2024-07-11,260.9,276.07,554.6
2024-07-12,149.75,82.4,393.6
2024-07-13,289.22,358.23,518.7
2024-07-14,554.19,542.05,559.7
2024-07-15,250.59,364.46,397.8
2024-07-16,281.57,350.13,548.8
2024-07-17,296.24,234.66,503.7
2024-07-18,316.55,385.0,469.4
2024-07-19,291.55,283.24,577.9
2024-07-20,184.26,136.29,393.3
2024-07-21,272.17,421.22,489.3
2024-07-22,338.52,390.16,576.0
2024-07-23,328.64,200.67,545.9
2024-07-24,170.63,264.13,672.6
2024-07-25,286.64,137.8,466.6
2024-07-26,214.89,263.74,437.4
2024-07-27,179.82,179.09,409.3
2024-07-28,174.03,125.94,441.3
2024-07-29,316.41,196.62,606.7
2024-07-30,272.8,384.21,554.2
2024-07-31,248.32,266.87,477.8
2024-08-01,233.23,321.88,434.2
2024-08-02,339.84,209.4,574.1
2024-08-03,228.77,298.25,529.9
2024-08-04,254.43,571.58,641.9
2024-08-05,521.23,847.11,571.2
2024-08-06,324.73,702.75,683.5
2024-08-07,607.59,569.19,773.1
2024-08-08,374.52,224.39,617.9
2024-08-09,794.54,899.19,1023.7
2024-08-10,874.77,1208.32,734.7
2024-08-11,145.68,431.03,491.2
2024-08-12,893.06,1163.33,649.0
2024-08-13,507.35,482.79,670.1
2024-08-14,231.18,199.89,554.9
2024-08-15,731.15,818.11,887.4
2024-08-16,514.26,358.79,735.7
2024-08-17,551.87,456.23,668.8
2024-08-18,899.69,769.77,784.3
2024-08-19,304.37,261.65,661.4
2024-08-20,622.29,829.93,1157.4
2024-08-21,856.02,794.04,1241.3
2024-08-22,1001.2,1222.6,1187.5
2024-08-23,1107.25,1024.05,1167.7
2024-08-24,509.32,511.5,1058.9
2024-08-25,926.18,989.55,1054.7
2024-08-26,810.3,748.22,761.3
2024-08-27,748.41,1198.18,757.1
2024-08-28,360.88,383.25,561.6
2024-08-29,532.54,332.34,728.0
2024-08-30,258.89,113.76,530.6
2024-08-31,784.21,461.88,757.1
2024-09-01,850.68,789.61,705.0
2024-09-02,319.9,262.5,530.9
2024-09-03,359.68,108.4,560.3
2024-09-04,317.2,362.96,511.7
2024-09-05,244.95,458.4,652.2
2024-09-06,471.93,288.85,723.8
2024-09-07,193.04,457.92,434.6
2024-09-08,325.45,190.39,555.8
2024-09-09,377.12,307.2,625.0
2024-09-10,937.12,944.28,1078.4
2024-09-11,970.59,1030.26,935.4
2024-09-12,472.54,468.82,548.8
2024-09-13,287.35,366.86,543.4
2024-09-14,789.49,1019.18,798.7
2024-09-15,399.38,418.75,468.5
2024-09-16,315.85,521.42,470.7
2024-09-17,269.11,424.28,493.8
2024-09-18,264.55,315.58,595.5
2024-09-19,309.56,343.42,718.4
2024-09-20,293.71,199.07,579.2
2024-09-21,278.7,264.13,472.3
2024-09-22,286.58,308.55,407.4
2024-09-23,458.01,268.89,506.9
2024-09-24,324.1,100.96,555.2
2024-09-25,442.06,186.85,722.2
2024-09-26,357.99,116.78,829.1
2024-09-27,981.67,1144.36,1140.2
2024-09-28,597.94,949.16,663.7
2024-09-29,406.89,232.27,931.2
2024-09-30,875.75,870.31,906.6
2024-10-01,872.43,690.21,923.5
2024-10-02,392.28,306.45,606.7
2024-10-03,405.22,252.67,636.5
2024-10-04,385.28,524.64,721.3
2024-10-05,612.52,442.44,977.9
2024-10-06,770.75,489.62,756.2
2024-10-07,723.37,893.54,789.8
2024-10-08,350.11,150.5,808.0
2024-10-09,479.27,653.41,937.0
2024-10-10,760.74,862.43,897.3
2024-10-11,444.28,577.76,777.0
2024-10-12,503.73,263.75,917.8
2024-10-13,1255.26,1507.4,728.0
2024-10-14,854.17,4816.27,1059.2
2024-10-15,328.87,240.62,913.9
2024-10-16,972.94,845.49,807.4
2024-10-17,648.66,291.14,764.8
2024-10-18,394.89,131.27,850.2
2024-10-19,299.52,520.05,653.1
2024-10-20,743.67,471.81,1224.6
2024-10-21,1201.81,1231.28,1058.6
2024-10-22,623.52,467.65,955.8
2024-10-23,489.24,329.81,1121.3
2024-10-24,573.28,748.62,1071.4
2024-10-25,691.25,505.23,1471.4
2024-10-26,350.2,369.83,828.5
2024-10-27,509.37,564.77,917.1
2024-10-28,774.56,857.07,895.4
2024-10-29,898.61,357.29,1632.3
2024-10-30,821.86,244.05,1178.2
2024-10-31,299.04,395.9,1075.5
2024-11-01,411.85,304.05,797.4
2024-11-02,268.45,290.52,576.0
2024-11-03,391.11,270.95,570.2
2024-11-04,898.22,731.98,1514.6
2024-11-05,1385.72,860.94,1870.1
2024-11-06,1681.45,519.8,1822.4
2024-11-07,604.08,350.41,746.6
2024-11-08,314.89,396.83,533.1
2024-11-09,324.7,214.79,563.5
2024-11-10,218.15,130.04,498.2
2024-11-11,315.09,331.1,795.8
2024-11-12,1086.05,248.81,1325.4
2024-11-13,559.66,331.56,942.1
2024-11-14,405.81,437.99,641.0
2024-11-15,149.24,171.9,533.8
2024-11-16,321.3,714.48,696.6
2024-11-17,854.51,720.54,815.7
2024-11-18,568.68,444.95,740.8
2024-11-19,185.16,377.82,768.0
2024-11-20,399.93,178.79,1266.9
2024-11-21,219.45,170.35,1052.8
2024-11-22,400.65,307.35,930.9
2024-11-23,259.99,797.42,853.1
2024-11-24,1108.21,762.12,1325.1
2024-11-25,1115.9,1126.61,1168.0
2024-11-26,963.13,596.53,1121.0
2024-11-27,212.53,155.72,745.9
2024-11-28,228.87,184.24,874.9
2024-11-29,251.86,140.85,670.4
2024-11-30,296.86,247.93,628.2
2024-12-01,438.13,479.81,978.2
2024-12-02,718.65,730.0,838.1
2024-12-03,396.23,557.65,969.0
2024-12-04,513.37,684.99,1980.8
2024-12-05,355.12,122.71,2230.1
2024-12-06,1085.94,979.16,1396.5
2024-12-07,723.28,710.91,1761.9
2024-12-08,1004.98,989.03,1738.2
2024-12-09,589.94,1129.16,1629.1
2024-12-10,521.53,673.87,1648.3
2024-12-11,2269.91,1828.65,3495.0
2024-12-12,3033.36,2360.44,4178.2
2024-12-13,1366.85,525.01,1903.0
2024-12-14,194.3,204.49,1454.1
2024-12-15,593.52,478.72,1479.7
2024-12-16,950.88,885.37,1921.0
2024-12-17,330.01,477.14,1920.3
2024-12-18,942.22,932.47,1419.8
2024-12-19,934.78,1049.34,1146.9
2024-12-20,607.06,516.85,1212.5
2024-12-21,350.4,231.58,1120.0
2024-12-22,869.32,823.36,1323.5
2024-12-23,1063.57,760.79,1124.2
2024-12-24,335.42,190.35,989.4
2024-12-25,469.19,401.88,1194.9
2024-12-26,166.58,435.08,768.3
2024-12-27,364.72,416.07,809.3
2024-12-28,144.15,189.73,782.7
2024-12-29,320.05,254.11,1352.6
2024-12-30,740.23,971.38,1141.1
2024-12-31,633.67,914.95,1498.9
