config_id,power_mw,energy_mwh,risk_aversion,baseline_dam_weight,baseline_idm_weight,baseline_dc_weight,baseline_expected_return,baseline_portfolio_risk
3,50,50,7.0,6.580100820166448e-16,0.8017994755575113,0.19820052444248787,3559.2415426911557,2517.771022209404
3,50,50,8.0,9.380578902439177e-17,0.8207391071407948,0.17926089285920518,3508.8554875818413,2504.9934272886326
3,50,50,9.0,4.810722631873876e-16,0.8354699284611842,0.16453007153881544,3469.666342239133,2495.641071849724
3,50,50,10.0,5.608641167366974e-17,0.8472545852278264,0.15274541477217363,3438.3150267355895,2488.5987734310743
4,100,100,0.5,1.6653345369377348e-16,2.220446049250313e-16,0.9999999999999996,11384.618082191779,6426.121597044503
4,100,100,1.0,0.0,1.6653345369377348e-16,1.0,11384.61808219178,6426.121597044504
4,100,100,2.0,6.938893903907228e-18,0.4230070994050363,0.5769929005949638,9133.924231565876,5667.619589384053
4,100,100,3.0,0.0,0.5997756874279199,0.40022431257208013,8193.39161495847,5358.83238129761
4,100,100,4.5,0.0,0.7176233698166592,0.28237663018334086,7566.359457730111,5162.606709955953
4,100,100,6.0,0.0,0.7765466201756508,0.2234533798243492,7252.846522773695,5071.721238422646
4,100,100,7.0,0.0,0.8017994417700729,0.19820055822992766,7118.483836299973,5035.5421089417405
4,100,100,8.0,5.127900497022838e-16,0.8207390648144863,0.17926093518551323,7017.711785005345,5009.986953809431
4,100,100,9.0,0.0,0.8354698777718312,0.16453012222816876,6939.33354931037,4991.282273390783
4,100,100,10.0,0.0,0.847254528127168,0.1527454718728323,6876.630960810465,4977.197701018247
5,10,15,0.5,6.106226635438361e-16,0.0,0.9999999999999993,1138.4621917808215,642.6138204613485
5,10,15,1.0,4.996003610813204e-16,0.0,0.9999999999999998,1138.4621917808217,642.6138204613485
5,10,15,2.0,8.881784197001252e-16,0.0,0.9999999999999993,1138.4621917808215,642.6138204613484
5,10,15,3.0,0.010484147949788074,0.0,0.989515852050212,1134.5095895880697,641.6949484950518
5,10,15,4.5,0.09627143194395126,0.1063560104681935,0.7973725575878553,1073.2417249946957,629.3323833186654
5,10,15,6.0,0.13913068878830373,0.22676113756167818,0.6341081736500181,1024.3371394891103,620.2549015844246
5,10,15,7.0,0.15749894367520434,0.2783633336839493,0.5641377226408464,1003.3780310060791,616.6331138344191
5,10,15,8.0,0.17127513242023443,0.31706498159277907,0.5116598859869866,987.6587003339866,614.070708203858
5,10,15,9.0,0.18198994635903862,0.34716626405901707,0.4708437895819443,975.4325538718058,612.1924524872715
5,10,15,10.0,0.1905617973132878,0.371247289310377,0.43819091337633603,965.6516369725146,610.7762992047516
6,50,75,0.5,0.0,3.3306690738754696e-16,1.0,5692.30904109589,3213.060798522252
6,50,75,1.0,1.6653345369377348e-16,0.0,0.9999999999999998,5692.30904109589,3213.060798522252
6,50,75,2.0,0.0,2.220446049250313e-16,1.0,5692.30904109589,3213.060798522252
6,50,75,3.0,0.010476048740753332,0.0,0.9895239512592467,5672.5613152389815,3208.470035603195
6,50,75,4.5,0.09626557181853529,0.10633880171802361,0.7973956264634411,5366.241662155702,3146.6618306701107
6,50,75,6.0,0.1391267950880054,0.22674624673076646,0.6341269581812281,5121.712337912943,3101.273979395457
6,50,75,7.0,0.15749589238210018,0.278349431970984,0.5641546756469169,5016.914060516292,3083.164859600007
6,50,75,8.0,0.17127271300533034,0.3170518223439892,0.5116754646506824,4938.315354931596,3070.3527003716795
6,50,75,9.0,0.18198801857340158,0.3471536822405018,0.4708582991860978,4877.18302618569,3060.961323801987
6,50,75,10.0,0.19056026249107322,0.3712351695417907,0.43820456796713725,4828.277165038378,3053.880482330768
7,100,150,0.5,0.0,1.6653345369377348e-16,1.0,11384.61808219178,6426.121597044504
7,100,150,1.0,4.996003610813204e-16,0.0,0.9999999999999998,11384.61808219178,6426.121597044504
7,100,150,2.0,8.326672684688674e-16,0.0,0.9999999999999993,11384.618082191777,6426.121597044503
7,100,150,3.0,0.01047590215066028,7.56295259583383e-17,0.9895240978493396,11345.1231837071,6416.940196999717
7,100,150,4.5,0.09626546676443014,0.10633835394534574,0.7973961792902241,10732.484960922866,6293.323979925454
7,100,150,6.0,0.13912672704094553,0.22674584204893408,0.6341274309101204,10243.426077866749,6202.548228079387
7,100,150,7.0,0.15749584133308187,0.27834905071645727,0.5641551079504609,10033.829404764267,6166.329965232386
7,100,150,8.0,0.17127267435396604,0.3170514566009179,0.5116758690451161,9876.631911785693,6140.705631241971
7,100,150,9.0,0.18198798959802429,0.3471533285928738,0.47085868180910184,9754.367190454475,6121.9228665259325
7,100,150,10.0,0.19056024127863017,0.3712348259371746,0.4382049327841992,9656.555416007659,6107.761174598169
8,10,20,0.5,0.0,4.996003610813204e-16,1.0,1138.4621917808217,743.1793481495913
8,10,20,1.0,4.903554850278088e-15,0.04544635327627889,0.9545536467237162,1137.4469127779955,739.9589757599832
8,10,20,2.0,1.5830911793705782e-16,0.11125922071983138,0.8887407792801686,1135.9766425007538,736.7658532477379
8,10,20,3.0,8.973825869789965e-16,0.13319683692693612,0.8668031630730629,1135.4865525485034,736.1486727526924
8,10,20,4.5,0.0,0.14782191678360487,0.8521780832163967,1135.1598258603829,735.8715252343396
8,10,20,6.0,0.0,0.15513445723283353,0.8448655427671665,1134.9964625046857,735.7741003735114
8,10,20,7.0,0.0,0.1582684024630906,0.8417315975369095,1134.9264496530727,735.7408173192183
8,10,20,8.0,2.4037033579794612e-17,0.16061886187872643,0.8393811381212736,1134.8739400033505,735.7192014876653
8,10,20,9.0,0.03908520011375857,0.1714197256794746,0.7894950742067668,1128.8161127364335,733.4867538626238
8,10,20,10.0,0.07771887077850187,0.18174885706075827,0.7405322721607399,1122.8360192145467,731.3848923064439
9,30,60,0.5,4.3346370870472024e-15,2.7755575615628914e-15,0.9999999999999929,3415.384657534244,2229.5405402162514
9,30,60,1.0,0.0,0.045457153668339946,0.9545428463316662,3412.338192574082,2219.8771750202727
9,30,60,2.0,3.210065685356616e-15,0.11126741725378447,0.8887325827462123,3407.9276950868175,2210.2985889686897
9,30,60,3.0,0.0,0.13320416557166856,0.8667958344283326,3406.457529673956,2208.4472067401994
9,30,60,4.5,8.842135219948845e-16,0.1478286661118125,0.8521713338881867,3405.4774192873583,2207.61583667871
9,30,60,6.0,0.0,0.15514091828178306,0.8448590817182171,3404.987363966732,2207.3235876664826
9,30,60,7.0,1.3620985695216916e-16,0.15827473927505434,0.8417252607249456,3404.7773403493916,2207.2237472794877
9,30,60,8.0,0.0,0.16062510627321303,0.839374893726787,3404.6198225523985,2207.1589054685596
9,30,60,9.0,0.039107005779040964,0.17143029779770272,0.7894626964232564,3386.4364229949133,2200.45773791771
9,30,60,10.0,0.0777398050942921,0.18175860603609484,0.7405015888696131,3368.4966920156917,2194.1522661624813
10,50,100,0.5,1.794765173957993e-15,1.1657341758564144e-15,0.9999999999999971,5692.3090410958885,3715.8998393972856
10,50,100,1.0,3.72234761120662e-16,0.04545447581362725,0.9545455241863724,5687.231842149898,3699.795150309252
10,50,100,2.0,2.638463077014167e-16,0.11126553332284315,0.888734466677158,5679.88084258738,3683.830464993697
10,50,100,3.0,0.0,0.13320254424371206,0.8667974557562889,5677.430510321261,3680.744751877262
10,50,100,4.5,1.6252728143047421e-16,0.14782722371576773,0.852172776284232,5675.796954860068,3679.359100158552
10,50,100,6.0,1.3220368468887029e-16,0.15513956266177598,0.8448604373382238,5674.980177217715,3678.8720063130445
10,50,100,7.0,3.1248143653732916e-16,0.15827342169464328,0.8417265783053564,5674.630129714279,3678.7056014585587
10,50,100,8.0,0.0,0.16062381671806036,0.8393761832819397,5674.367594003066,3678.5975290610945
10,50,100,9.0,0.03910227157111453,0.17142806568327842,0.7894696627456071,5644.065490431081,3667.430308560813
10,50,100,10.0,0.077735281335706,0.18175655588773446,0.7405081627765596,5614.1656975439455,3656.921149606753
11,100,200,0.5,0.0,7.771561172376096e-16,0.9999999999999998,11384.61808219178,7431.800185113448
11,100,200,1.0,6.391400913389888e-15,0.045454828541029314,0.9545451714589643,11374.463620445562,7399.590572823238
11,100,200,2.0,1.0972560967254628e-15,0.11126574929126036,0.8887342507087385,11359.761673508561,7367.661327251894
11,100,200,3.0,2.161003156341352e-15,0.1332027157770218,0.8667972842229761,11354.861026115148,7361.489926026988
11,100,200,4.5,0.0,0.14782736335177257,0.8521726366482278,11351.593927126636,7358.718634371756
11,100,200,6.0,0.0,0.15513968763764321,0.8448603123623569,11349.960377521014,7357.7444506527545
11,100,200,7.0,0.0,0.15827354040991415,0.841726459590086,11349.26028494305,7357.411642305696
11,100,200,8.0,0.0,0.16062393025922866,0.8393760697407714,11348.735215449233,7357.1954984396525
11,100,200,9.0,0.0391025453950961,0.17142822893575516,0.7894692256691487,11288.130573973725,7334.860899602604
11,100,200,10.0,0.07773554218011192,0.18175670361142615,0.740507754208462,11228.330995328042,7313.842589978625
12,200,400,0.5,3.495066693119182e-15,4.440892098500626e-16,0.9999999999999961,22769.23616438355,14863.599813186682
12,200,400,1.0,6.7417713568350266e-15,0.045454621784602564,0.9545453782153906,22748.92731583391,14799.18086192304
12,200,400,2.0,6.057526093155239e-16,0.11126562051526259,0.8887343794847368,22719.52336187618,14735.322225320633
12,200,400,3.0,3.0807464704770018e-15,0.13320261440881337,0.8667973855911836,22709.72204642954,14722.979392750422
12,200,400,4.5,0.0,0.14782727825003172,0.8521727217499697,22703.187835575307,14717.436796547723
12,200,400,6.0,0.0,0.15513961112319644,0.8448603888768036,22699.920729722584,14715.488424393734
12,200,400,7.0,4.8074067159589034e-17,0.15827346764950556,0.8417265323504943,22698.520541687347,14714.822806066377
12,200,400,8.0,8.012344526598198e-18,0.16062386026446118,0.8393761397355387,22697.47040056252,14714.390517280644
12,200,400,9.0,0.039102376908009606,0.17142812806515226,0.7894694950268382,22576.261649089985,14669.721512611855
12,200,400,10.0,0.07773537429364935,0.18175660889258108,0.7405080168137695,22456.66250341112,14627.68489053664
13,300,600,0.5,0.0,0.0,1.0,34153.85424657534,22295.400143037717
13,300,600,1.0,0.0,0.04545473334263003,0.9545452663187093,34123.39091459544,22198.771491384265
13,300,600,2.0,4.526516194589534e-15,0.11126569075069664,0.8887343092492987,34079.285035371984,22102.983651187362
13,300,600,3.0,1.7066293841654132e-15,0.13320266845570952,0.8667973315442888,34064.58308086463,22084.469427562737
13,300,600,4.5,0.0,0.1478273240704651,0.8521726759295356,34054.781775305346,22076.155543252862
13,300,600,6.0,0.0,0.15513965144035502,0.8448603485596449,34049.8811228189,22073.232989161475
13,300,600,7.0,0.0,0.15827350631547998,0.8417264936845201,34047.780842988825,22072.234562862017
13,300,600,8.0,0.0,0.16062389779357894,0.8393761022064211,34046.20563290062,22071.586130447875
13,300,600,9.0,0.03910246356360529,0.17142818174433755,0.7894693546920573,33864.39210166582,22004.582472697566
13,300,600,10.0,0.07773545465683071,0.1817566571149016,0.7405078882282676,33684.99340852056,21941.52754988362
14,400,800,0.5,0.0,1.1102230246251565e-15,1.0,45538.47232876712,29727.19986328328
14,400,800,1.0,3.142544184870069e-15,0.04545463524758996,0.9545453647524069,45497.85461839214,29598.36191848445
14,400,800,2.0,0.0,0.11126563563993143,0.8887343643600703,45439.04670718878,29470.644642007956
14,400,800,3.0,0.0,0.13320262865195226,0.866797371348049,45419.44407648222,29445.958977589056
14,400,800,4.5,8.332838307662111e-16,0.14782729437183173,0.8521727056281675,45406.375652694296,29434.873783596857
14,400,800,6.0,0.0,0.15513962765374573,0.8448603723462548,45399.841440423275,29430.977039121535
14,400,800,7.0,0.0,0.158273484502015,0.8417265154979852,45397.04106397924,29429.645802367384
14,400,800,8.0,1.1787174945989208e-32,0.16062387675261855,0.8393761232473814,45394.94078199077,29428.781224953727
14,400,800,9.0,0.03910241702423666,0.17142815228476482,0.7894694306909986,45152.52303839941,29339.443123070534
14,400,800,10.0,0.07773541479559747,0.18175663147844823,0.7405079537259542,44913.324751214735,29255.369878583697
15,5,15,0.5,0.0,0.9999999999999999,3.5304921227388035e-16,771.4804383561643,586.8418160259378
15,5,15,1.0,0.40361221683369364,0.5963877831663064,2.0816681711721685e-17,738.9467503695091,528.3422346588014
15,5,15,2.0,0.6751091981062451,0.3248908018937547,1.1709383462843448e-16,717.0623828760457,489.12217027959457
15,5,15,3.0,0.7656081880935753,0.23439181190642433,3.45429278212381e-16,709.7675940154587,476.168784861405
15,5,15,4.5,0.825940849858081,0.1740591501419182,6.48975221180719e-16,704.9044012988229,467.677063459994
15,5,15,6.0,0.8561071800861442,0.1438928199138548,1.015053163357308e-15,702.4728049932368,463.55225650272416
15,5,15,7.0,0.8690356079280676,0.13096439207192986,3.570767076037647e-15,701.4306922423717,461.83741150213837
15,5,15,8.0,0.8787319287900565,0.12126807120994473,0.0,700.6491076807921,460.58521015304734
15,5,15,9.0,0.8862735116847379,0.11372648831526001,2.999593942616168e-15,700.041208577177,459.6390244932835
15,5,15,10.0,0.8923067780070322,0.10769322199296767,1.166213460959775e-16,699.554889293758,458.90491739753185
16,10,30,0.5,0.0,0.9999999999999996,6.453171330633722e-16,1542.9612876712329,1173.6837375848486
16,10,30,1.0,0.4036107535022434,0.5963892464977567,0.0,1477.8939043331595,1056.685292510802
16,10,30,2.0,0.6751066618972122,0.3248933381027879,0.0,1434.1251786662508,978.2457043406039
16,10,30,3.0,0.7656052925216043,0.23439470747839508,6.441036928135741e-16,1419.5356043317913,952.33914314356
16,10,30,4.5,0.8259377155172457,0.17406228448275202,2.11518149944988e-15,1409.8092210263212,935.3558730801258
16,10,30,6.0,0.8561039263866093,0.1438960736133931,2.785121048778854e-16,1404.9460294749033,927.1063715040312
16,10,30,7.0,0.8690323030348024,0.13096769696519706,1.2330893630880696e-15,1402.8618044338016,923.6767399693323
16,10,30,8.0,0.8787285855504331,0.1212714144495694,1.4801145167374063e-15,1401.298635648223,921.1723870638085
16,10,30,9.0,0.8862701398660869,0.11372986098126649,3.886006371562347e-16,1400.0828376624847,919.2800587601424
16,10,30,10.0,0.8923033810547989,0.10769661894520226,0.0,1399.1101993512361,917.811882395478
17,15,60,0.5,0.036681661916592195,0.9633183380834083,0.0,2829.2479262895476,2221.7375933490475
17,15,60,1.0,0.5546249407474461,0.44537505925255433,0.0,2676.4933841634297,1927.3344834876316
17,15,60,2.0,0.8135965928219077,0.1864034071780921,1.5612511283791264e-16,2600.1161093669016,1781.552369949217
17,15,60,3.0,0.8999204768333211,0.10007952316667876,1.1796119636642288e-16,2574.657017772013,1734.1572727244816
17,15,60,4.5,0.9574697263668116,0.0425302736331879,4.438556970373366e-16,2557.684291951468,1703.9048619760636
17,15,60,6.0,0.9862443538726843,0.013755646127317759,0.0,2549.1979282333596,1689.8028922394976
17,15,60,7.0,0.9985763371386703,0.0014236628613284443,1.794648179232916e-15,2545.5609151968038,1684.1587909279328
17,15,60,8.0,0.9999999999999956,0.0,9.159339953157541e-15,2545.1410410958833,1683.5283948318042
17,15,60,9.0,0.9999999999999971,0.0,7.549516567451064e-15,2545.1410410958847,1683.5283948318047
17,15,60,10.0,0.9999999999999971,0.0,3.9968028886505635e-15,2545.141041095887,1683.5283948318051
