registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,Delivery capacity(MW),clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.52,2025-05-23T10:00:00,2025-05-23T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.68,2025-05-23T06:00:00,2025-05-23T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.01,2025-05-23T22:00:00,2025-05-24T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.88,2025-05-24T02:00:00,2025-05-24T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,7.62,2025-05-24T18:00:00,2025-05-24T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.44,2025-05-24T02:00:00,2025-05-24T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.1,2025-05-24T06:00:00,2025-05-24T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.59,2025-05-24T06:00:00,2025-05-24T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.47,2025-05-24T10:00:00,2025-05-24T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.29,2025-05-23T22:00:00,2025-05-24T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,2.83,2025-05-24T10:00:00,2025-05-24T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,4.24,2025-05-25T06:00:00,2025-05-25T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.03,2025-05-25T10:00:00,2025-05-25T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,5.69,2025-05-24T22:00:00,2025-05-25T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,7.46,2025-05-25T10:00:00,2025-05-25T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,3.53,2025-05-24T22:00:00,2025-05-25T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.25,2025-05-25T02:00:00,2025-05-25T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,10.2,2025-05-25T18:00:00,2025-05-25T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,5.43,2025-05-25T02:00:00,2025-05-25T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,5.2,2025-05-25T06:00:00,2025-05-25T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,4.47,2025-05-25T22:00:00,2025-05-26T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.27,2025-05-26T02:00:00,2025-05-26T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,3.51,2025-05-26T02:00:00,2025-05-26T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,9.15,2025-05-26T06:00:00,2025-05-26T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,14.69,2025-05-26T18:00:00,2025-05-26T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,4.7,2025-05-26T18:00:00,2025-05-26T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.15,2025-05-26T06:00:00,2025-05-26T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,5.68,2025-05-26T10:00:00,2025-05-26T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.69,2025-05-25T22:00:00,2025-05-26T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,4.38,2025-05-26T10:00:00,2025-05-26T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,3.49,2025-05-27T02:00:00,2025-05-27T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,5.6,2025-05-27T18:00:00,2025-05-27T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.04,2025-05-27T06:00:00,2025-05-27T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,3.67,2025-05-27T06:00:00,2025-05-27T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.69,2025-05-26T22:00:00,2025-05-27T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.12,2025-05-27T10:00:00,2025-05-27T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,3.21,2025-05-27T10:00:00,2025-05-27T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,3.11,2025-05-26T22:00:00,2025-05-27T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.69,2025-05-27T02:00:00,2025-05-27T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.2,2025-05-28T10:00:00,2025-05-28T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.49,2025-05-28T10:00:00,2025-05-28T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.41,2025-05-28T18:00:00,2025-05-28T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.99,2025-05-28T06:00:00,2025-05-28T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.12,2025-05-28T06:00:00,2025-05-28T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.69,2025-05-27T22:00:00,2025-05-28T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.05,2025-05-27T22:00:00,2025-05-28T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,5.69,2025-05-28T02:00:00,2025-05-28T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,5.61,2025-05-28T02:00:00,2025-05-28T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.02,2025-05-28T22:00:00,2025-05-29T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,8,2025-05-29T18:00:00,2025-05-29T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,5.84,2025-05-29T06:00:00,2025-05-29T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.02,2025-05-29T06:00:00,2025-05-29T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.59,2025-05-29T02:00:00,2025-05-29T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.57,2025-05-29T02:00:00,2025-05-29T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.35,2025-05-29T10:00:00,2025-05-29T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,5.69,2025-05-29T10:00:00,2025-05-29T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.13,2025-05-28T22:00:00,2025-05-29T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,3.94,2025-05-29T22:00:00,2025-05-30T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.52,2025-05-30T10:00:00,2025-05-30T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,3.51,2025-05-30T10:00:00,2025-05-30T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.64,2025-05-29T22:00:00,2025-05-30T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.25,2025-05-30T02:00:00,2025-05-30T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,3.86,2025-05-30T02:00:00,2025-05-30T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.16,2025-05-30T18:00:00,2025-05-30T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.3,2025-05-30T06:00:00,2025-05-30T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,2.78,2025-05-30T06:00:00,2025-05-30T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.85,2025-05-31T02:00:00,2025-05-31T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.4,2025-05-31T10:00:00,2025-05-31T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,5.68,2025-05-31T10:00:00,2025-05-31T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,8.69,2025-05-31T18:00:00,2025-05-31T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,5.86,2025-05-31T06:00:00,2025-05-31T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,2.44,2025-05-31T06:00:00,2025-05-31T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,7.66,2025-06-01T18:00:00,2025-06-01T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.49,2025-06-01T10:00:00,2025-06-01T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.89,2025-06-01T02:00:00,2025-06-01T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.42,2025-06-01T06:00:00,2025-06-01T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,2.72,2025-06-01T06:00:00,2025-06-01T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,5.77,2025-06-01T10:00:00,2025-06-01T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,7.62,2025-05-31T22:00:00,2025-06-01T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.5,2025-05-31T22:00:00,2025-06-01T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.67,2025-06-01T02:00:00,2025-06-01T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,0.98,2025-06-02T18:00:00,2025-06-02T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.4,2025-06-02T02:00:00,2025-06-02T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.29,2025-06-02T10:00:00,2025-06-02T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,5.97,2025-06-02T18:00:00,2025-06-02T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,4.11,2025-06-01T22:00:00,2025-06-02T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,6.05,2025-06-02T06:00:00,2025-06-02T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,3.27,2025-06-02T02:00:00,2025-06-02T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,4.73,2025-06-02T10:00:00,2025-06-02T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.67,2025-06-01T22:00:00,2025-06-02T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,8.45,2025-06-03T18:00:00,2025-06-03T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,4.3,2025-06-03T02:00:00,2025-06-03T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,6.38,2025-06-03T06:00:00,2025-06-03T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.56,2025-06-03T18:00:00,2025-06-03T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,2.25,2025-06-03T06:00:00,2025-06-03T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.39,2025-06-03T10:00:00,2025-06-03T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,8.42,2025-06-02T22:00:00,2025-06-03T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,6.72,2025-06-03T10:00:00,2025-06-03T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,2.21,2025-06-02T22:00:00,2025-06-03T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,0.76,2025-06-03T02:00:00,2025-06-03T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.58,2025-06-04T10:00:00,2025-06-04T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.48,2025-06-03T22:00:00,2025-06-04T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,7.18,2025-06-04T10:00:00,2025-06-04T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.3,2025-06-04T02:00:00,2025-06-04T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,5.98,2025-06-04T18:00:00,2025-06-04T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,3.46,2025-06-04T02:00:00,2025-06-04T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,6.02,2025-06-04T06:00:00,2025-06-04T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,0.9,2025-06-04T18:00:00,2025-06-04T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.78,2025-06-05T02:00:00,2025-06-05T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,3.7,2025-06-05T02:00:00,2025-06-05T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.21,2025-06-05T06:00:00,2025-06-05T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.71,2025-06-05T18:00:00,2025-06-05T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,6.22,2025-06-05T10:00:00,2025-06-05T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.87,2025-06-04T22:00:00,2025-06-05T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,4.32,2025-06-05T10:00:00,2025-06-05T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.26,2025-06-04T22:00:00,2025-06-05T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.68,2025-06-06T02:00:00,2025-06-06T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.13,2025-06-06T10:00:00,2025-06-06T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.61,2025-06-06T18:00:00,2025-06-06T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.64,2025-06-05T22:00:00,2025-06-06T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,5.84,2025-06-06T02:00:00,2025-06-06T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,4.7,2025-06-06T10:00:00,2025-06-06T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.87,2025-06-06T06:00:00,2025-06-06T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.89,2025-06-07T18:00:00,2025-06-07T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,2.32,2025-06-07T02:00:00,2025-06-07T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.87,2025-06-07T06:00:00,2025-06-07T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,2,2025-06-07T10:00:00,2025-06-07T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,0.5,2025-06-07T18:00:00,2025-06-07T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.35,2025-06-07T02:00:00,2025-06-07T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2,2025-06-07T10:00:00,2025-06-07T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.89,2025-06-08T02:00:00,2025-06-08T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.86,2025-06-07T22:00:00,2025-06-08T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,4.75,2025-06-08T10:00:00,2025-06-08T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,5.69,2025-06-08T18:00:00,2025-06-08T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,4.64,2025-06-08T06:00:00,2025-06-08T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,2.47,2025-06-08T02:00:00,2025-06-08T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.42,2025-06-08T10:00:00,2025-06-08T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.53,2025-06-08T06:00:00,2025-06-08T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,2.37,2025-06-09T06:00:00,2025-06-09T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.86,2025-06-09T10:00:00,2025-06-09T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.65,2025-06-08T22:00:00,2025-06-09T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,2.03,2025-06-09T10:00:00,2025-06-09T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,2.51,2025-06-08T22:00:00,2025-06-09T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.53,2025-06-09T02:00:00,2025-06-09T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.56,2025-06-09T18:00:00,2025-06-09T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,3.29,2025-06-09T02:00:00,2025-06-09T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.25,2025-06-09T06:00:00,2025-06-09T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,2.21,2025-06-10T10:00:00,2025-06-10T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.01,2025-06-10T02:00:00,2025-06-10T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,3.69,2025-06-10T02:00:00,2025-06-10T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.14,2025-06-10T18:00:00,2025-06-10T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.4,2025-06-10T06:00:00,2025-06-10T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.08,2025-06-10T06:00:00,2025-06-10T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.62,2025-06-10T10:00:00,2025-06-10T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.25,2025-06-09T22:00:00,2025-06-10T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,6.84,2025-06-11T18:00:00,2025-06-11T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.69,2025-06-11T06:00:00,2025-06-11T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.47,2025-06-11T10:00:00,2025-06-11T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,2.5,2025-06-11T10:00:00,2025-06-11T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.38,2025-06-11T02:00:00,2025-06-11T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,6.38,2025-06-12T06:00:00,2025-06-12T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.24,2025-06-12T02:00:00,2025-06-12T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.12,2025-06-11T22:00:00,2025-06-12T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,2.45,2025-06-12T10:00:00,2025-06-12T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.72,2025-06-11T22:00:00,2025-06-12T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,7.45,2025-06-12T18:00:00,2025-06-12T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,0.83,2025-06-12T06:00:00,2025-06-12T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,3.93,2025-06-12T02:00:00,2025-06-12T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.22,2025-06-12T10:00:00,2025-06-12T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,3.57,2025-06-13T10:00:00,2025-06-13T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.97,2025-06-12T22:00:00,2025-06-13T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.13,2025-06-13T02:00:00,2025-06-13T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,3.08,2025-06-13T02:00:00,2025-06-13T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.08,2025-06-13T18:00:00,2025-06-13T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.2,2025-06-13T06:00:00,2025-06-13T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,0.93,2025-06-13T06:00:00,2025-06-13T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.15,2025-06-13T10:00:00,2025-06-13T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.83,2025-06-12T22:00:00,2025-06-13T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,5.98,2025-06-14T18:00:00,2025-06-14T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.71,2025-06-14T06:00:00,2025-06-14T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.43,2025-06-14T18:00:00,2025-06-14T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.36,2025-06-14T06:00:00,2025-06-14T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4,2025-06-14T10:00:00,2025-06-14T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.71,2025-06-13T22:00:00,2025-06-14T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,5.1,2025-06-14T10:00:00,2025-06-14T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,3.6,2025-06-15T10:00:00,2025-06-15T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.13,2025-06-14T22:00:00,2025-06-15T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.85,2025-06-15T06:00:00,2025-06-15T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.26,2025-06-15T06:00:00,2025-06-15T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.73,2025-06-15T02:00:00,2025-06-15T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.13,2025-06-15T02:00:00,2025-06-15T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,5.22,2025-06-15T18:00:00,2025-06-15T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.46,2025-06-15T10:00:00,2025-06-15T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3,2025-06-14T22:00:00,2025-06-15T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,2.8,2025-06-15T22:00:00,2025-06-16T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.37,2025-06-16T06:00:00,2025-06-16T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,2.52,2025-06-16T02:00:00,2025-06-16T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,1.49,2025-06-16T10:00:00,2025-06-16T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,1.18,2025-06-15T22:00:00,2025-06-16T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,4.89,2025-06-16T18:00:00,2025-06-16T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,18,3.67,2025-06-16T10:00:00,2025-06-16T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,0.79,2025-06-16T06:00:00,2025-06-16T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCH,18,2.47,2025-06-16T02:00:00,2025-06-16T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-03,Response,DCL,17,2.04,2024-11-22T23:00:00,2024-11-23T03:00:00,,
