registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,Delivery quantity (MW) ,clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.67,2024-07-05T06:00:00,2024-07-05T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.5,2024-07-05T10:00:00,2024-07-05T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.27,2024-07-05T14:00:00,2024-07-05T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.55,2024-07-05T18:00:00,2024-07-05T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.55,2024-07-06T18:00:00,2024-07-06T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.67,2024-07-07T06:00:00,2024-07-07T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.21,2024-07-07T10:00:00,2024-07-07T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.7,2024-07-07T14:00:00,2024-07-07T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.5,2024-07-09T22:00:00,2024-07-10T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2.04,2024-07-11T18:00:00,2024-07-11T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.29,2024-07-12T06:00:00,2024-07-12T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,0.89,2024-07-12T10:00:00,2024-07-12T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.32,2024-07-12T14:00:00,2024-07-12T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.5,2024-07-13T06:00:00,2024-07-13T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.07,2024-07-13T10:00:00,2024-07-13T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.09,2024-07-19T02:00:00,2024-07-19T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2.02,2024-07-19T06:00:00,2024-07-19T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2,2024-07-19T18:00:00,2024-07-19T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2.32,2024-07-24T18:00:00,2024-07-24T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2,2024-07-25T18:00:00,2024-07-25T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.67,2024-07-26T18:00:00,2024-07-26T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.75,2024-07-30T14:00:00,2024-07-30T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.07,2024-07-30T22:00:00,2024-07-31T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.25,2024-07-31T02:00:00,2024-07-31T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2.18,2024-07-31T18:00:00,2024-07-31T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1,2024-07-31T22:00:00,2024-08-01T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.24,2024-08-01T02:00:00,2024-08-01T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.47,2024-08-01T06:00:00,2024-08-01T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3,2024-08-02T18:00:00,2024-08-02T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.28,2024-08-03T02:00:00,2024-08-03T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2.81,2024-08-03T18:00:00,2024-08-03T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,2.21,2024-08-06T02:00:00,2024-08-06T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.72,2024-08-06T06:00:00,2024-08-06T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3.04,2024-08-06T06:00:00,2024-08-06T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,3.64,2024-08-07T10:00:00,2024-08-07T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,4.25,2024-08-07T14:00:00,2024-08-07T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.5,2024-08-07T18:00:00,2024-08-07T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,3,2024-08-09T10:00:00,2024-08-09T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,4.62,2024-08-09T14:00:00,2024-08-09T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.41,2024-08-09T18:00:00,2024-08-09T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,5.6,2024-08-09T18:00:00,2024-08-09T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.34,2024-08-11T02:00:00,2024-08-11T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,3,2024-08-12T10:00:00,2024-08-12T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1,2024-08-12T22:00:00,2024-08-13T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.7,2024-08-21T02:00:00,2024-08-21T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,5.5,2024-08-21T06:00:00,2024-08-21T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,5.5,2024-08-22T18:00:00,2024-08-22T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.5,2024-08-26T22:00:00,2024-08-27T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,2.5,2024-08-27T02:00:00,2024-08-27T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2.03,2024-08-27T14:00:00,2024-08-27T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.31,2024-08-27T18:00:00,2024-08-27T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3.19,2024-08-28T18:00:00,2024-08-28T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.95,2024-08-29T18:00:00,2024-08-29T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3.25,2024-08-30T06:00:00,2024-08-30T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.96,2024-08-30T18:00:00,2024-08-30T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2.53,2024-08-31T14:00:00,2024-08-31T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3.21,2024-08-31T18:00:00,2024-08-31T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,0.8,2024-09-02T22:00:00,2024-09-03T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.2,2024-09-02T22:00:00,2024-09-03T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,2.33,2024-09-03T02:00:00,2024-09-03T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.7,2024-09-03T14:00:00,2024-09-03T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3.43,2024-09-04T06:00:00,2024-09-04T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.06,2024-09-05T02:00:00,2024-09-05T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3.05,2024-09-05T06:00:00,2024-09-05T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.5,2024-09-06T06:00:00,2024-09-06T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,3,2024-09-10T06:00:00,2024-09-10T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.41,2024-09-10T18:00:00,2024-09-10T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.17,2024-09-11T10:00:00,2024-09-11T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2.34,2024-09-11T14:00:00,2024-09-11T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.64,2024-09-12T02:00:00,2024-09-12T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2.51,2024-09-12T06:00:00,2024-09-12T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.31,2024-09-12T10:00:00,2024-09-12T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.22,2024-09-13T02:00:00,2024-09-13T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.5,2024-09-13T06:00:00,2024-09-13T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3.5,2024-09-13T06:00:00,2024-09-13T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.26,2024-09-13T10:00:00,2024-09-13T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2.06,2024-09-13T22:00:00,2024-09-14T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,0.94,2024-09-14T02:00:00,2024-09-14T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.5,2024-09-14T22:00:00,2024-09-15T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.45,2024-09-15T02:00:00,2024-09-15T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2.5,2024-09-23T06:00:00,2024-09-23T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0,2024-09-23T06:00:00,2024-09-23T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2.3,2024-09-23T14:00:00,2024-09-23T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.77,2024-09-23T14:00:00,2024-09-23T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.05,2024-09-23T18:00:00,2024-09-23T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2.43,2024-09-24T06:00:00,2024-09-24T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3.5,2024-09-24T14:00:00,2024-09-24T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.37,2024-09-25T02:00:00,2024-09-25T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.3,2024-09-25T06:00:00,2024-09-25T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,5,2024-09-25T14:00:00,2024-09-25T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2.08,2024-09-26T14:00:00,2024-09-26T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3,2024-09-26T18:00:00,2024-09-26T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3.25,2024-09-27T18:00:00,2024-09-27T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,3.9,2024-09-28T02:00:00,2024-09-28T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.15,2024-09-28T06:00:00,2024-09-28T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2,2024-09-28T14:00:00,2024-09-28T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2,2024-09-28T18:00:00,2024-09-28T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.58,2024-10-01T06:00:00,2024-10-01T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2.89,2024-10-01T14:00:00,2024-10-01T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2,2024-10-01T18:00:00,2024-10-01T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.75,2024-10-01T22:00:00,2024-10-02T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,3.25,2024-10-02T02:00:00,2024-10-02T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.3,2024-10-02T06:00:00,2024-10-02T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.19,2024-10-02T10:00:00,2024-10-02T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3,2024-10-02T14:00:00,2024-10-02T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.67,2024-10-02T18:00:00,2024-10-02T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.82,2024-10-04T02:00:00,2024-10-04T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3.62,2024-10-04T06:00:00,2024-10-04T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.7,2024-10-04T14:00:00,2024-10-04T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DML,40,4.15,2024-10-10T06:00:00,2024-10-10T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DML,40,3.31,2024-10-10T02:00:00,2024-10-10T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DML,40,4.5,2024-10-10T18:00:00,2024-10-10T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.59,2024-10-14T22:00:00,2024-10-15T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3,2024-10-15T18:00:00,2024-10-15T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,2,2024-10-15T22:00:00,2024-10-16T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3.25,2024-10-16T14:00:00,2024-10-16T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3.47,2024-10-19T14:00:00,2024-10-19T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.2,2024-10-19T22:00:00,2024-10-20T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,2.5,2024-10-20T02:00:00,2024-10-20T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,2.35,2024-10-20T06:00:00,2024-10-20T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.49,2024-10-20T10:00:00,2024-10-20T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,2.99,2024-10-20T14:00:00,2024-10-20T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.44,2024-10-20T18:00:00,2024-10-20T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,2.5,2024-10-20T22:00:00,2024-10-21T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,5.73,2024-10-21T02:00:00,2024-10-21T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.7,2024-10-21T18:00:00,2024-10-21T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.75,2024-10-22T06:00:00,2024-10-22T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,6,2024-10-23T06:00:00,2024-10-23T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,6.5,2024-10-23T14:00:00,2024-10-23T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3.55,2024-10-24T14:00:00,2024-10-24T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,15,2024-10-25T14:00:00,2024-10-25T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,2.57,2024-10-27T23:00:00,2024-10-28T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,14.4,2024-10-30T15:00:00,2024-10-30T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.7,2024-11-03T03:00:00,2024-11-03T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3.55,2024-11-03T15:00:00,2024-11-03T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,20.08,2024-11-04T15:00:00,2024-11-04T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1,2024-11-13T07:00:00,2024-11-13T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.25,2024-11-13T11:00:00,2024-11-13T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.85,2024-11-13T15:00:00,2024-11-13T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,10,2024-11-22T15:00:00,2024-11-22T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,12.89,2024-11-26T15:00:00,2024-11-26T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1,2024-11-26T23:00:00,2024-11-27T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.49,2024-11-27T07:00:00,2024-11-27T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.65,2024-11-27T11:00:00,2024-11-27T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,3.43,2024-11-27T15:00:00,2024-11-27T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.66,2024-11-27T19:00:00,2024-11-27T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.74,2024-11-27T23:00:00,2024-11-28T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.16,2024-11-28T03:00:00,2024-11-28T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.76,2024-11-29T15:00:00,2024-11-29T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.82,2024-12-02T07:00:00,2024-12-02T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.75,2024-12-02T11:00:00,2024-12-02T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3.98,2024-12-02T15:00:00,2024-12-02T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,7.7,2024-12-04T07:00:00,2024-12-04T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,4.69,2024-12-05T07:00:00,2024-12-05T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,5.25,2024-12-06T15:00:00,2024-12-06T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,4.05,2024-12-17T07:00:00,2024-12-17T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,5.55,2024-12-17T11:00:00,2024-12-17T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,6.65,2024-12-17T15:00:00,2024-12-17T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3.33,2024-12-18T15:00:00,2024-12-18T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,4,2024-12-31T11:00:00,2024-12-31T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,4.69,2024-12-31T15:00:00,2024-12-31T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.51,2024-12-31T19:00:00,2024-12-31T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,3.13,2025-01-03T11:00:00,2025-01-03T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,4.69,2025-01-03T07:00:00,2025-01-03T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,4.27,2025-01-03T03:00:00,2025-01-03T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,40,1.75,2025-01-02T23:00:00,2025-01-03T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.77,2025-01-04T19:00:00,2025-01-04T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.87,2025-01-03T23:00:00,2025-01-04T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,2,2025-01-04T07:00:00,2025-01-04T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.94,2025-01-04T15:00:00,2025-01-04T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.79,2025-01-04T11:00:00,2025-01-04T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,3.69,2025-01-05T07:00:00,2025-01-05T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,2.49,2025-01-05T15:00:00,2025-01-05T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,1.46,2025-01-05T11:00:00,2025-01-05T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,2.74,2025-01-05T19:00:00,2025-01-05T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,0.77,2025-01-04T23:00:00,2025-01-05T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,2.92,2025-01-05T23:00:00,2025-01-06T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,8.12,2025-01-06T15:00:00,2025-01-06T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,5.12,2025-01-06T19:00:00,2025-01-06T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,3.72,2025-01-06T07:00:00,2025-01-06T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,40,2.95,2025-01-06T11:00:00,2025-01-06T15:00:00,,
