registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,Delivery capacity(MW),clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,4.07,2024-12-16T15:00:00,2024-12-16T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,5.41,2024-12-16T19:00:00,2024-12-16T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.51,2024-12-16T19:00:00,2024-12-16T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,5.89,2024-12-17T03:00:00,2024-12-17T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3.11,2024-12-17T03:00:00,2024-12-17T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,5.55,2024-12-17T11:00:00,2024-12-17T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2,2024-12-17T11:00:00,2024-12-17T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,7.5,2024-12-17T15:00:00,2024-12-17T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,6.65,2024-12-17T15:00:00,2024-12-17T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,7.69,2024-12-18T03:00:00,2024-12-18T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,4.69,2024-12-18T03:00:00,2024-12-18T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,5,2024-12-18T07:00:00,2024-12-18T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,4.69,2024-12-18T07:00:00,2024-12-18T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,4.69,2024-12-19T03:00:00,2024-12-19T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,3.07,2024-12-19T07:00:00,2024-12-19T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,4.69,2024-12-19T07:00:00,2024-12-19T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,4.69,2024-12-19T23:00:00,2024-12-20T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.66,2024-12-19T23:00:00,2024-12-20T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,1.9,2024-12-20T03:00:00,2024-12-20T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,5.7,2024-12-20T03:00:00,2024-12-20T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,2,2024-12-20T07:00:00,2024-12-20T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,6,2024-12-20T07:00:00,2024-12-20T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,4.69,2024-12-20T11:00:00,2024-12-20T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,2.45,2024-12-20T11:00:00,2024-12-20T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,4.69,2024-12-21T03:00:00,2024-12-21T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,4.1,2024-12-21T07:00:00,2024-12-21T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,1.41,2024-12-21T07:00:00,2024-12-21T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,3.01,2024-12-21T23:00:00,2024-12-22T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.75,2024-12-21T23:00:00,2024-12-22T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3.03,2024-12-22T03:00:00,2024-12-22T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,2.18,2024-12-22T07:00:00,2024-12-22T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3,2024-12-22T07:00:00,2024-12-22T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,3.08,2024-12-22T11:00:00,2024-12-22T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,1.7,2024-12-22T11:00:00,2024-12-22T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,1.66,2024-12-22T23:00:00,2024-12-23T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,4.02,2024-12-22T23:00:00,2024-12-23T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,4.04,2024-12-23T03:00:00,2024-12-23T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,6,2024-12-23T03:00:00,2024-12-23T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,4,2024-12-23T07:00:00,2024-12-23T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,2.5,2024-12-23T07:00:00,2024-12-23T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,4,2024-12-24T03:00:00,2024-12-24T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.18,2024-12-24T03:00:00,2024-12-24T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,5,2024-12-24T07:00:00,2024-12-24T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,1.82,2024-12-24T07:00:00,2024-12-24T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,4.69,2024-12-25T15:00:00,2024-12-25T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,2.49,2024-12-26T03:00:00,2024-12-26T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.3,2024-12-26T03:00:00,2024-12-26T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.83,2024-12-26T19:00:00,2024-12-26T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,1.69,2024-12-26T19:00:00,2024-12-26T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,9.69,2024-12-29T07:00:00,2024-12-29T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,2.96,2024-12-29T07:00:00,2024-12-29T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3.23,2024-12-30T03:00:00,2024-12-30T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,7.47,2024-12-30T03:00:00,2024-12-30T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,3,2024-12-30T07:00:00,2024-12-30T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.54,2024-12-30T07:00:00,2024-12-30T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,4.69,2024-12-31T03:00:00,2024-12-31T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,2.2,2024-12-31T07:00:00,2024-12-31T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,4.69,2024-12-31T07:00:00,2024-12-31T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.14,2024-12-31T11:00:00,2024-12-31T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,4,2024-12-31T11:00:00,2024-12-31T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.5,2024-12-31T23:00:00,2025-01-01T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,4.5,2025-01-01T03:00:00,2025-01-01T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.25,2025-01-01T07:00:00,2025-01-01T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,4.6,2025-01-01T11:00:00,2025-01-01T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3.96,2025-01-01T03:00:00,2025-01-01T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,3,2024-12-31T23:00:00,2025-01-01T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,2.5,2025-01-01T07:00:00,2025-01-01T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.14,2025-01-01T11:00:00,2025-01-01T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,4.69,2025-01-02T03:00:00,2025-01-02T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,3.48,2025-01-02T07:00:00,2025-01-02T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3.61,2025-01-02T07:00:00,2025-01-02T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,5.5,2025-01-02T03:00:00,2025-01-02T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,4.69,2025-01-03T07:00:00,2025-01-03T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,1,2025-01-03T07:00:00,2025-01-03T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.08,2025-01-04T07:00:00,2025-01-04T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,2,2025-01-04T07:00:00,2025-01-04T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,1.88,2025-01-05T07:00:00,2025-01-05T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,4.5,2025-01-05T03:00:00,2025-01-05T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,1.46,2025-01-05T03:00:00,2025-01-05T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,3.69,2025-01-05T07:00:00,2025-01-05T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3.96,2025-01-06T03:00:00,2025-01-06T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,9.75,2025-01-06T03:00:00,2025-01-06T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3.57,2025-01-06T07:00:00,2025-01-06T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,3.72,2025-01-06T07:00:00,2025-01-06T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,1.87,2025-01-06T11:00:00,2025-01-06T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,2.95,2025-01-06T11:00:00,2025-01-06T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2,2025-01-07T11:00:00,2025-01-07T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,9.71,2025-01-07T03:00:00,2025-01-07T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,2.69,2025-01-07T11:00:00,2025-01-07T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,1.25,2025-01-07T03:00:00,2025-01-07T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3.83,2025-01-08T07:00:00,2025-01-08T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3.75,2025-01-08T11:00:00,2025-01-08T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,8.03,2025-01-08T11:00:00,2025-01-08T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,11.36,2025-01-08T15:00:00,2025-01-08T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,3.7,2025-01-08T07:00:00,2025-01-08T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,53.69,2025-01-08T15:00:00,2025-01-08T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3.69,2025-01-09T11:00:00,2025-01-09T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,1.3,2025-01-09T11:00:00,2025-01-09T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,1.2,2025-01-09T03:00:00,2025-01-09T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,3.7,2025-01-09T03:00:00,2025-01-09T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,5.75,2025-01-09T07:00:00,2025-01-09T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,3.04,2025-01-09T07:00:00,2025-01-09T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,22.22,2025-01-10T15:00:00,2025-01-10T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,53.69,2025-01-10T15:00:00,2025-01-10T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,1.44,2025-01-12T19:00:00,2025-01-12T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3.02,2025-01-12T19:00:00,2025-01-12T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3.17,2025-01-13T19:00:00,2025-01-13T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,1.88,2025-01-13T19:00:00,2025-01-13T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,2.99,2025-01-14T03:00:00,2025-01-14T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3.69,2025-01-14T03:00:00,2025-01-14T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,2.75,2025-01-16T03:00:00,2025-01-16T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,1.72,2025-01-16T03:00:00,2025-01-16T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,1.7,2025-01-16T23:00:00,2025-01-17T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,2.69,2025-01-16T23:00:00,2025-01-17T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,9,2025-01-20T19:00:00,2025-01-20T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,5.6,2025-01-20T07:00:00,2025-01-20T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,65,2025-01-20T15:00:00,2025-01-20T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,8.75,2025-01-20T07:00:00,2025-01-20T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,14.95,2025-01-22T15:00:00,2025-01-22T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,9,2025-01-22T11:00:00,2025-01-22T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,5.82,2025-01-21T23:00:00,2025-01-22T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,26.73,2025-01-22T19:00:00,2025-01-22T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,5,2025-01-22T03:00:00,2025-01-22T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,10.24,2025-01-22T07:00:00,2025-01-22T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,75,2025-01-22T15:00:00,2025-01-22T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,6.01,2025-01-22T07:00:00,2025-01-22T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,5.21,2025-01-22T11:00:00,2025-01-22T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,5.91,2025-01-21T23:00:00,2025-01-22T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,8.38,2025-01-22T03:00:00,2025-01-22T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3.69,2025-01-25T03:00:00,2025-01-25T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.99,2025-01-25T11:00:00,2025-01-25T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,5,2025-01-25T03:00:00,2025-01-25T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,3.45,2025-01-25T11:00:00,2025-01-25T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3.69,2025-01-26T07:00:00,2025-01-26T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,2.8,2025-01-26T07:00:00,2025-01-26T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2,2025-01-26T23:00:00,2025-01-27T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,4.66,2025-01-26T23:00:00,2025-01-27T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,3.49,2025-01-27T23:00:00,2025-01-28T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,1.37,2025-01-28T03:00:00,2025-01-28T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.41,2025-01-28T11:00:00,2025-01-28T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,1.51,2025-01-27T23:00:00,2025-01-28T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,3.63,2025-01-28T03:00:00,2025-01-28T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,2.44,2025-01-28T11:00:00,2025-01-28T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,1.4,2025-01-29T11:00:00,2025-01-29T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.9,2025-01-29T19:00:00,2025-01-29T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,2.74,2025-01-29T11:00:00,2025-01-29T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,1.67,2025-01-29T19:00:00,2025-01-29T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,4.08,2025-01-30T03:00:00,2025-01-30T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,3.69,2025-01-30T03:00:00,2025-01-30T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2,2025-02-02T11:00:00,2025-02-02T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCH,18,2.29,2025-02-02T11:00:00,2025-02-02T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,12.69,2025-02-12T15:00:00,2025-02-12T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.05,2025-02-12T03:00:00,2025-02-12T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,1.93,2025-02-12T11:00:00,2025-02-12T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,4.42,2025-02-12T19:00:00,2025-02-12T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,15,2025-02-13T15:00:00,2025-02-13T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3.49,2025-02-13T03:00:00,2025-02-13T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.98,2025-02-13T11:00:00,2025-02-13T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,6,2025-02-13T19:00:00,2025-02-13T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3.49,2025-02-14T11:00:00,2025-02-14T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,14.6,2025-02-14T15:00:00,2025-02-14T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.75,2025-02-15T07:00:00,2025-02-15T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,4.41,2025-02-16T19:00:00,2025-02-16T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,5,2025-02-16T07:00:00,2025-02-16T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,4.09,2025-02-16T15:00:00,2025-02-16T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.38,2025-02-16T03:00:00,2025-02-16T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.96,2025-02-15T23:00:00,2025-02-16T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,11.69,2025-02-17T15:00:00,2025-02-17T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,7.33,2025-02-17T07:00:00,2025-02-17T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,4.57,2025-02-18T19:00:00,2025-02-18T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,8.08,2025-02-18T15:00:00,2025-02-18T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,6,2025-02-18T11:00:00,2025-02-18T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3.11,2025-02-19T03:00:00,2025-02-19T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,5.5,2025-02-19T11:00:00,2025-02-19T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,5.69,2025-02-18T23:00:00,2025-02-19T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,1.79,2025-02-20T11:00:00,2025-02-20T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,6.69,2025-02-19T23:00:00,2025-02-20T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,7.08,2025-02-20T07:00:00,2025-02-20T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,3.16,2025-02-21T03:00:00,2025-02-21T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,5.66,2025-02-21T11:00:00,2025-02-21T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,5.84,2025-02-21T19:00:00,2025-02-21T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,8.42,2025-02-22T07:00:00,2025-02-22T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,8.8,2025-02-22T15:00:00,2025-02-22T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,4.57,2025-02-22T03:00:00,2025-02-22T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,5.88,2025-02-22T11:00:00,2025-02-22T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,7.87,2025-02-21T23:00:00,2025-02-22T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,6.19,2025-02-23T11:00:00,2025-02-23T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-04,Response,DCL,18,2.98,2025-02-24T03:00:00,2025-02-24T07:00:00,,
